test_name,tool,cwe,severity,raw_id
BenchmarkTest00698,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00699,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00700,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00702,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00703,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00704,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00705,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00708,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00712,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00715,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00719,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00720,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00723,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00724,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00727,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00728,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00729,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00731,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00732,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00733,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00734,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00735,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00736,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00738,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00739,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00743,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00755,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00756,semgrep,78,WARNING,java.lang.security.audit.tainted-session-from-http-request.tainted-session-from-http-request
BenchmarkTest00757,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00759,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00761,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00762,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00763,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00764,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00765,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00766,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00767,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00768,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00770,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00771,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00772,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00773,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00774,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00779,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00781,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00784,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00787,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00788,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00789,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00790,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00794,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00800,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00801,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00802,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00803,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00804,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00807,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00809,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00810,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00811,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00812,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00813,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00814,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00815,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00816,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00817,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00818,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00819,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00820,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00821,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00822,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00825,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00826,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00833,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00834,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00836,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00838,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00839,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00840,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00841,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00845,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00846,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00847,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00848,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00849,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00850,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00851,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00853,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00855,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00856,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00857,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00859,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00861,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00862,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00863,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00866,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00868,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00869,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00870,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00871,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00872,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00895,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00896,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00897,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00898,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00899,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00900,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00901,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00902,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00903,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00905,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00906,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00907,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00908,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00909,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00910,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00937,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00938,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00939,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00940,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest00945,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00946,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest00947,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00948,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00949,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00950,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00951,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00952,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00953,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00954,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00955,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00956,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest00959,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest00960,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00961,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-sha1.use-of-sha1
BenchmarkTest00963,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest00968,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00969,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00970,semgrep,78,ERROR,java.lang.security.audit.command-injection-process-builder.command-injection-process-builder
BenchmarkTest00971,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00972,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00973,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00974,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00975,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00976,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest00977,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest00978,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00979,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00980,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00981,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00982,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00983,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest00991,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00992,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00993,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00994,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00995,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest00996,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00997,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00998,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest00999,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01000,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01001,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01002,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01003,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01004,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01005,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01006,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01007,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01008,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01009,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01010,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01011,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest01012,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01013,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01014,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01015,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01016,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01017,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01018,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01020,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01023,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest01024,semgrep,78,WARNING,java.lang.security.audit.tainted-ldapi-from-http-request.tainted-ldapi-from-http-request
BenchmarkTest01025,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01026,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01027,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01028,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01029,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01030,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01031,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01032,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01033,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01034,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01035,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01038,semgrep,78,WARNING,java.lang.security.audit.crypto.use-of-md5.use-of-md5
BenchmarkTest01046,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01047,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01048,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01049,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01050,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01051,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01052,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01053,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01054,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01055,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01056,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01057,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01058,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest01059,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest01060,semgrep,78,WARNING,java.lang.security.audit.crypto.weak-random.weak-random
BenchmarkTest01061,semgrep,78,WARNING,java.lang.security.audit.cookie-missing-secure-flag.cookie-missing-secure-flag
BenchmarkTest01063,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01064,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest01065,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest01066,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest01067,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest01068,semgrep,78,ERROR,java.lang.security.audit.tainted-cmd-from-http-request.tainted-cmd-from-http-request
BenchmarkTest01080,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01081,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01082,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01083,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01084,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01085,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01086,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01087,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01088,semgrep,78,WARNING,java.lang.security.audit.xss.no-direct-response-writer.no-direct-response-writer
BenchmarkTest01089,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01090,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest01091,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01092,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01093,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01094,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01095,semgrep,78,WARNING,java.lang.security.audit.sqli.tainted-sql-from-http-request.tainted-sql-from-http-request
BenchmarkTest01096,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest01097,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest01098,semgrep,78,WARNING,java.lang.security.audit.sqli.jdbc-sqli.jdbc-sqli
BenchmarkTest01099,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01102,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01103,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01105,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01106,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01107,semgrep,78,WARNING,java.lang.security.audit.crypto.des-is-deprecated.des-is-deprecated
BenchmarkTest01109,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01110,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01111,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01112,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01113,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
BenchmarkTest01114,semgrep,78,ERROR,java.lang.security.httpservlet-path-traversal.httpservlet-path-traversal
